ID,pred
25318,0.04282832990158798
25319,0.003925384534424764
25320,0.00901559806544647
25321,0.694174383914946
25322,0.02490278247498444
25323,0.0027194281579277237
25324,0.0015896847225774211
25325,0.0031373682627363563
25326,0.02075173292380708
25327,0.21170532102123937
25328,0.6420753824714531
25329,0.052576235886502974
25330,0.001783695618912563
25331,0.0023819795807676278
25332,0.002711154727439548
25333,0.008916419782824413
25334,0.066391524769972
25335,0.0025446156701223574
25336,0.004673717731836319
25337,0.25752493949302135
25338,0.08631162409906548
25339,0.07462432077839568
25340,0.0016527167059591044
25341,0.011478285910728116
25342,0.27669607559710424
25343,0.006042308395770981
25344,0.007475180770925973
25345,0.005176770651922677
25346,0.01701910627068181
25347,0.002799181496229083
25348,0.0071602808594852215
25349,0.0038001445319253055
25350,0.0036238542430774264
25351,0.002834115481154536
25352,0.01739248777184729
25353,0.007318498423212832
25354,0.006406849559885122
25355,0.4862919692328749
25356,0.5233030984735659
25357,0.003175278250017387
25358,0.031612782906299854
25359,0.016225398672367105
25360,0.0029220712270583214
25361,0.012785030220170907
25362,0.03839669369281472
25363,0.550801826248861
25364,0.004018145032429206
25365,0.0037030194971473533
25366,0.0029333059413787356
25367,0.0031440276643395926
25368,0.36414763949681694
25369,0.07477527360216792
25370,0.0031685657225879213
25371,0.02774709671943563
25372,0.008332969426906903
25373,0.022125210715834506
25374,0.05897860445132922
25375,0.0017867259252815884
25376,0.02685591148375538
25377,0.018891780729941878
25378,0.026019753667877198
25379,0.019986191401578045
25380,0.009164857410675442
25381,0.003500963033970505
25382,0.002178405918129742
25383,0.07127652657875981
25384,0.0032850836115939194
25385,0.02053047870850349
25386,0.0027216225896352247
25387,0.17227386102257203
25388,0.009887931262228367
25389,0.5698947664372216
25390,0.0028452117581751492
25391,0.008432115223929424
25392,0.6583038404650898
25393,0.01721983984747739
25394,0.26819954175788285
25395,0.01226336364734543
25396,0.002134610684126323
25397,0.012490399508519403
25398,0.7863558016840956
25399,0.15432996750600697
25400,0.005285211145590296
25401,0.0033885050583784397
25402,0.5410145684532653
25403,0.013365806010693978
25404,0.00528721572954448
25405,0.6306638044388312
25406,0.0020663571089670164
25407,0.016738708121975074
25408,0.45484681753697864
25409,0.008988036966951935
25410,0.036772096616318736
25411,0.01498945729706147
25412,0.281128059285928
25413,0.6811277406565222
25414,0.26338460443402595
25415,0.3408040063679958
25416,0.00515563064927796
25417,0.17841697719208316
25418,0.005750018115860841
25419,0.0023084694480924885
25420,0.018324656102166614
25421,0.002067234515220452
25422,0.002053487395263592
25423,0.006964778548634133
25424,0.00624241732836907
25425,0.002411350616300453
25426,0.014812066331653734
25427,0.3952076520397595
25428,0.004498337508788144
25429,0.11652794630138572
25430,0.034082256463006215
25431,0.05639645817288963
25432,0.01309017808201668
25433,0.0035466661326278488
25434,0.5432284356295665
25435,0.010958071634209775
25436,0.0034771526231747478
25437,0.005853981412223631
25438,0.0038550717811621977
25439,0.4692923244261622
25440,0.12692874243964608
25441,0.6997234959379273
25442,0.002191227362135615
25443,0.002268250748372018
25444,0.4262082243721288
25445,0.0057653106984430665
25446,0.04263510866764466
25447,0.02480276341219163
25448,0.014872033981942798
25449,0.019682365564580646
25450,0.006424005130115136
25451,0.022117320177464542
25452,0.013852729612678688
25453,0.0040507548741900825
25454,0.615468685619832
25455,0.007572053008520274
25456,0.004989464129203721
25457,0.6242562303645091
25458,0.7367882507180847
25459,0.039104280958399754
25460,0.04010474963160153
25461,0.0024265472037997044
25462,0.16081377986933454
25463,0.17384868027747083
25464,0.013009576592088325
25465,0.0022631951951831444
25466,0.09368608032162963
25467,0.13289245754283052
25468,0.03754829586081265
25469,0.0015129413417844615
25470,0.008346558962294713
25471,0.006884896797488051
25472,0.0024439137022791986
25473,0.01857733253351835
25474,0.005966711887359954
25475,0.007011982514299789
25476,0.003028607253950186
25477,0.0060309003795095606
25478,0.5314690328795397
25479,0.004559173769327435
25480,0.007531546876594202
25481,0.019155707462985956
25482,0.01205237185456481
25483,0.002765057606724546
25484,0.05350868398341726
25485,0.5453067949008916
25486,0.13465366260918588
25487,0.0019069017704236367
25488,0.31866420917057814
25489,0.3906748653134376
25490,0.46569952883874327
25491,0.17813901210133015
25492,0.003094332106763016
25493,0.24083396150459027
25494,0.5114012935926476
25495,0.09918119872989332
25496,0.009541642429198277
25497,0.01300454425388499
25498,0.002558517907922304
25499,0.007009194510496539
25500,0.004018412709722603
25501,0.00857633336807904
25502,0.0534146766060185
25503,0.002669444795310167
25504,0.001877200988364911
25505,0.24419331024871702
25506,0.16460641935710946
25507,0.00202700695404355
25508,0.00332936883298287
25509,0.005129005056205933
25510,0.010405533718059853
25511,0.12175118147329421
25512,0.4204737710686498
25513,0.011023242991170657
25514,0.0020738178558153838
25515,0.4678858220149118
25516,0.005479808355176301
25517,0.0023353852739221746
25518,0.3320800599079271
25519,0.0049382517840118375
25520,0.19071486876024546
25521,0.006851586884380129
25522,0.004004532766658948
25523,0.34615611802007107
25524,0.007216679445563382
25525,0.6228636596318489
25526,0.5881908647633469
25527,0.05655472156582392
25528,0.0029415692031672745
25529,0.14897825624069055
25530,0.0020399942844088487
25531,0.007670740793607272
25532,0.058428735651505595
25533,0.040884739006352866
25534,0.05523122116451746
25535,0.06608432108702604
25536,0.12052297474412652
25537,0.0016389197470384087
25538,0.023844966312563203
25539,0.7115384268827551
25540,0.3905459111439338
25541,0.23639210736175942
25542,0.007018710035009461
25543,0.01023267498207866
25544,0.01917331485558027
25545,0.0017267432360560402
25546,0.012054133258368368
25547,0.0033860754655819078
25548,0.06678454495582004
25549,0.0018103958366199333
25550,0.008830546949044185
25551,0.2256147353905007
25552,0.34693876936929563
25553,0.003957728238493983
25554,0.0020783048327882997
25555,0.010704240719976747
25556,0.6364258937542513
25557,0.005702086504143538
25558,0.002821696387356056
25559,0.001677979915865684
25560,0.03074749793003489
25561,0.4196267712282748
25562,0.004483792537390206
25563,0.009309269797972836
25564,0.4967751183280627
25565,0.006148672178912405
25566,0.01033408417984669
25567,0.022695894307261707
25568,0.6701991755244168
25569,0.015310180049616786
25570,0.0027011410221111226
25571,0.727749796201983
25572,0.0032297231558745493
25573,0.0030541846229118277
25574,0.005935678731181924
25575,0.004315213723657439
25576,0.010589601134190274
25577,0.013310846228576267
25578,0.001653775542820655
25579,0.012071093164190675
25580,0.002269774500232255
25581,0.04608516846686696
25582,0.0020078628721980477
25583,0.5576086136506996
25584,0.003912741957648318
25585,0.739120738765783
25586,0.0020688309939118966
25587,0.004493603233630223
25588,0.12976555206807713
25589,0.018643967739483673
25590,0.0018808427108474063
25591,0.002962074670053124
25592,0.011364249997776533
25593,0.0022836618397068884
25594,0.09959859621923327
25595,0.5341044775827158
25596,0.32372389417306435
25597,0.0029864006350992585
25598,0.21648082102548416
25599,0.0053738615268929075
25600,0.001883709330805843
25601,0.002545026088585614
25602,0.008077085400107983
25603,0.01626066417255999
25604,0.01087109744558104
25605,0.06527838685218366
25606,0.8417170623247301
25607,0.012414511858431454
25608,0.0123284411551936
25609,0.005425657021398293
25610,0.020205689375193375
25611,0.723722913982509
25612,0.40789133785040244
25613,0.00321781436439706
25614,0.8121254601809529
25615,0.01740195216464892
25616,0.002955267480975677
25617,0.0019830436120916433
25618,0.4856401153999152
25619,0.02896715412302639
25620,0.026131743520866505
25621,0.014869965811799684
25622,0.0887147511135238
25623,0.006766826795778194
25624,0.2520447698624727
25625,0.2259652510620252
25626,0.0021274078988275332
25627,0.00403989520102152
25628,0.047328079231422834
25629,0.6266095788292549
25630,0.021033603005228465
