ID,pred
25318,0.044515137860452546
25319,0.0042151676788100105
25320,0.009572358030858562
25321,0.6884679237805528
25322,0.025232400655363675
25323,0.003027174082865022
25324,0.0019926128979792504
25325,0.0036186464532441537
25326,0.022797730404742523
25327,0.20266544449641782
25328,0.6313212980236955
25329,0.05188896327160628
25330,0.002235834421220849
25331,0.0028452865059399976
25332,0.003075599349979456
25333,0.009286482623537698
25334,0.06093892217224668
25335,0.002913898277514696
25336,0.005266604670412686
25337,0.26181869230843524
25338,0.09316129854260746
25339,0.07679386325170061
25340,0.002071557722077633
25341,0.011803584809482157
25342,0.2703892689855987
25343,0.006523603604372511
25344,0.0078021343177584876
25345,0.005528439911955815
25346,0.01785269976574615
25347,0.003164842404284141
25348,0.007862266582947135
25349,0.003899011248898371
25350,0.004087430956072804
25351,0.0031709108123074694
25352,0.018367529426440595
25353,0.007828774906603367
25354,0.007241263126039199
25355,0.48138582768837535
25356,0.5346885246354963
25357,0.003579590190462241
25358,0.03301172283199148
25359,0.019285547714470233
25360,0.0033802587835429555
25361,0.013589503936789768
25362,0.0386743102544716
25363,0.5425072632557185
25364,0.00467142218871766
25365,0.004137556342122976
25366,0.003454258093649192
25367,0.0037052704335901196
25368,0.3727311950691446
25369,0.06689207540996918
25370,0.003545797353138083
25371,0.028722597636270972
25372,0.00851515341222421
25373,0.023522180005888873
25374,0.060917630757756365
25375,0.002240978904019195
25376,0.028399784834350694
25377,0.02125657264947148
25378,0.029998121158364824
25379,0.02085337385452411
25380,0.009760333521693152
25381,0.003909549132335956
25382,0.0026016768456601893
25383,0.06336018826807119
25384,0.003681509785648072
25385,0.022189610795801916
25386,0.0032121164013745136
25387,0.1742527441853999
25388,0.01034500724443605
25389,0.5485800551945805
25390,0.0033144544703359396
25391,0.008986951097701135
25392,0.668581515281244
25393,0.017289437370049864
25394,0.2670913995632414
25395,0.01283426048248924
25396,0.00263855316650811
25397,0.013351862434499645
25398,0.7840604400995161
25399,0.1540226731597106
25400,0.005558685559777692
25401,0.003670161900231719
25402,0.549755801544176
25403,0.013968637282622954
25404,0.005405651355555344
25405,0.6305422647226209
25406,0.0023995233072417353
25407,0.01671387305982324
25408,0.4550088130439321
25409,0.009553863559714777
25410,0.038245546267307626
25411,0.01529303656496952
25412,0.27526315828927134
25413,0.6764387562664655
25414,0.2711681000003656
25415,0.33109877421495976
25416,0.005631404781912035
25417,0.1759178773878601
25418,0.005979506177732276
25419,0.0026026266286042067
25420,0.019342293840203237
25421,0.002454022577829929
25422,0.002556571680846885
25423,0.007486218647948229
25424,0.006937271235904635
25425,0.0028950921581544493
25426,0.01623862064196982
25427,0.3929957066472123
25428,0.005010950533349047
25429,0.12016991523038963
25430,0.03345489808615714
25431,0.053996302783053694
25432,0.0130694905734676
25433,0.004033334932120173
25434,0.5491342697584213
25435,0.012692653333528859
25436,0.003934302081341858
25437,0.006592026984171226
25438,0.004092886927807789
25439,0.45748020727387056
25440,0.1289687384957682
25441,0.6898768076483334
25442,0.002553876178556756
25443,0.002717147010018436
25444,0.4264772842268765
25445,0.006166983364130039
25446,0.042454334461884256
25447,0.02419190897519283
25448,0.015483588066275287
25449,0.020130534068507365
25450,0.00681298119284198
25451,0.022564428111266927
25452,0.014920829038996525
25453,0.004434613421927165
25454,0.6062969852190283
25455,0.007854698173035964
