ID,pred
25318,0.04268457948964513
25319,0.004168072604032501
25320,0.0095612181214661
25321,0.6877635145389581
25322,0.02413976207499093
25323,0.002877158225977493
25324,0.0019496336356291367
25325,0.003602561219278458
25326,0.02175690162524621
25327,0.2025235524266547
25328,0.6387069120956891
25329,0.056070484908817754
25330,0.0021131632512511626
25331,0.0027137213654712623
25332,0.0029509485097755327
25333,0.009181500696330993
25334,0.06409164789423326
25335,0.002898055708543902
25336,0.005237832290649175
25337,0.2525391194732509
25338,0.08986929832943606
25339,0.0752270866097157
25340,0.0019625839401797426
25341,0.012263557464588709
25342,0.27614498721421643
25343,0.006500632033405134
25344,0.00756048765278442
25345,0.005282821524711606
25346,0.017344568382793656
25347,0.0030855901025456036
25348,0.007577496287820595
25349,0.00398798404787936
25350,0.003918762145910486
25351,0.0030768204652351196
25352,0.017198637304729508
25353,0.007222659969907127
25354,0.006883326027679566
25355,0.48032504849222923
25356,0.5216299399341898
25357,0.0033284005669072386
25358,0.03283195520139516
25359,0.019387752011643954
25360,0.0032354682107086537
25361,0.012975077857188268
25362,0.03769788439806355
25363,0.5536439024190907
25364,0.0045632642274517675
25365,0.0038093540455301327
25366,0.003439831290342766
25367,0.0033904136304914157
25368,0.3763494802019433
25369,0.07321289833216658
25370,0.003480320489868574
25371,0.028804638499209355
25372,0.008818833922778655
25373,0.0231071487929829
25374,0.058823147259310586
25375,0.0021854709748817328
25376,0.028559900957322082
25377,0.020245465915751458
25378,0.028148417906270373
25379,0.02044040298158007
25380,0.009366247583510666
25381,0.003885079276462677
25382,0.00262352079235916
25383,0.06885053634138122
25384,0.0035478911737210155
25385,0.021047755402278726
25386,0.0031720702115306454
25387,0.1673943067124017
25388,0.009948883183698857
25389,0.5769278628443215
25390,0.0031746116100676695
25391,0.008450860004971575
25392,0.6703517180787323
25393,0.01730749220500847
25394,0.26585258648770244
25395,0.012544757199948183
25396,0.002571161944881282
25397,0.013513158002528548
25398,0.7874344185346497
25399,0.15780764096385153
25400,0.005359112449896995
25401,0.0035370056778543163
25402,0.5529568216460488
25403,0.013732514825160481
25404,0.005133393136945811
25405,0.637927555791731
25406,0.0023426794518616708
25407,0.0164383981971127
25408,0.4503059143660565
25409,0.009208335537597515
25410,0.03605613626052874
25411,0.01601976728064429
25412,0.27811774245205373
25413,0.682845423249557
25414,0.26993794060381404
25415,0.3223361143909669
25416,0.005517423826548306
25417,0.1749949108334275
25418,0.0057048143048963424
25419,0.0026533479959061045
25420,0.01813003808440741
25421,0.0024460954022059852
25422,0.0024816662356513144
25423,0.0073389069886608095
25424,0.006697176785214405
25425,0.0027119352247160673
25426,0.01648878239532444
25427,0.3964151195785472
25428,0.00472289353831164
25429,0.11337571529779819
25430,0.03274799313230098
25431,0.054204832933216596
25432,0.0129061940122578
25433,0.0040052481381817025
25434,0.5491879952499588
25435,0.012226325495653563
25436,0.00384351638417648
25437,0.006165569405665584
25438,0.003906710916149637
25439,0.47149038354479056
25440,0.1221402109671433
25441,0.6925024010659067
25442,0.002476765958606314
25443,0.002597611399149943
25444,0.4196898760360097
25445,0.0059318979949323815
25446,0.04133602664670168
25447,0.023106142005126472
25448,0.015472907614487599
25449,0.020096771899426973
25450,0.006845996114475636
25451,0.022490301985184275
25452,0.014201265405067243
25453,0.004437128280179582
25454,0.6037126966902986
25455,0.007576382136680942
25456,0.005286005444175599
25457,0.6242545282479703
25458,0.7351784524922725
25459,0.036931496392489264
25460,0.040169640948918325
25461,0.0027042119742794763
25462,0.15389958397555886
25463,0.1715366842614367
25464,0.013335405651225544
25465,0.002580126384933443
25466,0.0959367312781284
25467,0.13430804267929003
25468,0.03671307902376901
25469,0.0018778752694097469
25470,0.00874075594924662
25471,0.007429014249258336
25472,0.002618525898221539
25473,0.018729521577331248
25474,0.006072477000550844
25475,0.007542525691370692
25476,0.0032543383639050665
25477,0.006558515659669825
25478,0.5352776496931183
25479,0.004849399700365861
25480,0.007771577508515998
25481,0.020075411255949253
25482,0.013303987543277614
25483,0.003005011099692094
25484,0.05482951415456869
25485,0.5322334539080799
25486,0.13946253433561367
25487,0.002221333755770135
25488,0.3292281691026811
25489,0.3924777858572708
25490,0.4343028428840692
25491,0.18195901035015744
25492,0.0033632766172742206
25493,0.24602743337442
25494,0.5173883923613216
25495,0.09452547366816118
25496,0.009393788896327599
25497,0.012691323859814776
25498,0.002850712041370113
25499,0.007399338111526844
25500,0.004215372336596502
25501,0.008685053388430456
25502,0.05364326607751413
25503,0.0028960883210184464
25504,0.0022488243182110044
25505,0.2384204320168731
25506,0.1482269368608671
25507,0.0023272337495820667
25508,0.003741383815299262
25509,0.005246697785168259
25510,0.010777145745959775
25511,0.12420078885015662
25512,0.43546169030869963
25513,0.012799692135965173
25514,0.002423684295854734
25515,0.47349536214712756
25516,0.005561520285264437
25517,0.002591434896081966
25518,0.3280059475007541
25519,0.005467946010110972
25520,0.18560943795371734
25521,0.007100697688118751
25522,0.004274265079118348
25523,0.34192161710048036
25524,0.007621098331119614
25525,0.6341146741180821
25526,0.5963736398376743
25527,0.05870426212361996
25528,0.003158980837286069
25529,0.14812952373140922
25530,0.0024110850184204686
25531,0.00855605235140664
25532,0.05997364463145627
25533,0.03887564804641322
25534,0.05396243379844003
25535,0.06420302448556023
25536,0.1225307200127742
25537,0.0020108549687291913
25538,0.023585174673544793
25539,0.7120182974140001
25540,0.39429066829995
25541,0.22768075855330558
25542,0.007561678980688184
25543,0.01058211631353875
25544,0.018604124397514927
25545,0.0021284722293172425
25546,0.011548806291833708
25547,0.003823539213223373
25548,0.06488168045079404
25549,0.0022038221644504275
25550,0.008957237244499539
25551,0.2250273550220607
25552,0.33930761923992553
25553,0.004304749351622113
25554,0.002377380225170884
25555,0.011011885229525776
25556,0.6275055689275058
25557,0.0058492007778389215
25558,0.003512118089877888
25559,0.0020501058339476197
25560,0.030549037326614247
25561,0.4109004298116069
25562,0.0046650323439542726
25563,0.009709342629635728
25564,0.49913905900546346
25565,0.006282083900044045
25566,0.010716707722769652
25567,0.022337212786237712
25568,0.6600369384316673
25569,0.01599833786883878
25570,0.0030340479458951857
25571,0.7296061574285932
25572,0.003614440135315363
25573,0.003266106148139742
25574,0.0066495496272362415
25575,0.0046967944870515786
25576,0.010590652887947943
25577,0.013891158751319372
25578,0.0020431241611887667
25579,0.012361419395409587
25580,0.0025855423685094848
25581,0.04377299258214869
25582,0.002442819925741963
25583,0.5615870278091063
25584,0.004278001862981795
25585,0.7407939090792448
25586,0.002429620925543183
25587,0.004766041654840917
25588,0.13600455224412716
25589,0.021158170228575218
25590,0.002373672713447312
25591,0.0033946023703872183
25592,0.0113517122286799
25593,0.002767654326740745
25594,0.10065351703614644
25595,0.5452833940404748
25596,0.3183383910227249
25597,0.003540165771675035
25598,0.21261841902647965
25599,0.005391069926482927
25600,0.0021766456854509057
25601,0.002887720202809523
25602,0.008440245866874502
25603,0.016806863316814347
25604,0.011246641061555514
25605,0.06391747461024105
25606,0.84228364409404
25607,0.012256896824120171
25608,0.012345372021833525
25609,0.005991869034548649
25610,0.020598162631879913
25611,0.7418114617570327
25612,0.43110740398599723
25613,0.0035243566302721966
25614,0.819531766416721
25615,0.017785292290144195
25616,0.0032547217560579917
25617,0.0022162230915584676
25618,0.48809329919892785
25619,0.028045534461883268
25620,0.025523451156279416
